,case,solver1,solver2,solver3,var_num,assert_num,nax_str_len,max_depth
0,z3str3104.smt2,40.0,0.622819185256958,40.0,8,4,0,3
0,z3str3105.smt2,40.0,1.3336422443389893,0.2228693962097168,7,4,4,3
0,z3str3106.smt2,40.0,0.04770326614379883,40.0,8,4,0,3
0,z3str3107.smt2,40.0,0.9604928493499756,0.055052757263183594,8,4,7,3
0,z3str3108.smt2,40.0,0.06901168823242188,0.05535292625427246,8,4,0,3
0,z3str3109.smt2,40.0,0.10558080673217773,40.0,7,4,4,3
0,z3str3110.smt2,40.0,0.1307048797607422,40.0,8,4,5,3
0,z3str3111.smt2,40.0,0.04042935371398926,0.06837868690490723,9,4,1,3
0,z3str3112.smt2,40.0,0.7209773063659668,40.0,8,4,9,3
0,z3str3113.smt2,40.0,12.364508628845215,40.0,8,4,3,3
0,z3str3114.smt2,40.0,0.053517818450927734,40.0,8,4,10,3
0,z3str3115.smt2,40.0,40.0,3.258934259414673,8,4,8,3
0,z3str3116.smt2,40.0,0.04890036582946777,40.0,6,4,4,3
0,z3str3117.smt2,40.0,40.0,0.05283331871032715,8,4,4,3
0,z3str3118.smt2,40.0,0.03931379318237305,0.04492545127868652,8,4,5,3
0,z3str3119.smt2,40.0,0.475266695022583,0.06582212448120117,8,4,0,3
0,z3str3120.smt2,40.0,40.0,0.14392900466918945,8,4,9,3
0,z3str3121.smt2,40.0,0.05601787567138672,40.0,8,4,8,3
0,z3str3122.smt2,40.0,0.4025914669036865,0.08186101913452148,9,4,10,3
0,z3str3123.smt2,40.0,0.04389333724975586,0.09948563575744629,9,4,3,3
0,z3str3124.smt2,40.0,0.7763338088989258,40.0,9,4,0,3
0,z3str3125.smt2,40.0,0.04119586944580078,40.0,6,4,0,3
0,z3str3126.smt2,40.0,0.39543604850769043,0.08423638343811035,8,4,0,3
0,z3str3127.smt2,40.0,40.0,0.09307718276977539,8,4,8,3
0,z3str3128.smt2,40.0,0.057813405990600586,40.0,7,4,0,3
0,z3str3129.smt2,40.0,0.593726634979248,40.0,9,4,0,3
0,z3str3130.smt2,40.0,0.07035660743713379,40.0,6,4,8,3
0,z3str3131.smt2,40.0,40.0,0.11321306228637695,8,4,0,3
0,z3str3132.smt2,40.0,0.04041862487792969,0.1963791847229004,8,4,5,3
0,z3str3133.smt2,40.0,40.0,0.0485074520111084,7,4,6,3
0,z3str3134.smt2,40.0,0.06546354293823242,0.1822187900543213,8,4,10,3
0,z3str3135.smt2,40.0,0.03616738319396973,40.0,7,4,0,3
0,z3str3136.smt2,40.0,0.051192522048950195,40.0,8,4,9,3
0,z3str3137.smt2,40.0,0.2868776321411133,0.06702113151550293,8,4,10,3
0,z3str3138.smt2,40.0,40.0,0.6008760929107666,8,4,0,3
0,z3str3139.smt2,40.0,0.04523730278015137,0.05224108695983887,8,4,0,3
0,z3str3140.smt2,40.0,0.05994606018066406,0.07243967056274414,9,4,0,3
0,z3str3141.smt2,40.0,0.10171985626220703,40.0,8,4,1,3
0,z3str3142.smt2,40.0,0.13231205940246582,0.0934910774230957,8,4,0,3
0,z3str3143.smt2,40.0,6.1378819942474365,40.0,8,4,1,3
0,z3str3144.smt2,40.0,0.04830121994018555,0.0598759651184082,7,4,9,3
0,z3str3145.smt2,40.0,40.0,0.06798124313354492,6,4,1,3
0,z3str3146.smt2,40.0,40.0,0.04100155830383301,8,4,3,3
0,z3str3147.smt2,40.0,0.11985206604003906,0.2165849208831787,8,4,2,3
0,z3str3148.smt2,40.0,0.46570539474487305,0.1065213680267334,8,4,0,3
0,z3str3149.smt2,40.0,0.04751133918762207,40.0,8,4,0,3
0,z3str3150.smt2,40.0,40.0,0.24012994766235352,9,4,10,3
0,z3str3151.smt2,40.0,7.978367567062378,0.2011556625366211,8,4,8,3
0,z3str3152.smt2,40.0,0.6483957767486572,40.0,8,4,0,3
0,z3str3153.smt2,40.0,0.0570063591003418,0.08455443382263184,8,4,6,3
0,z3str3154.smt2,40.0,0.6094241142272949,40.0,8,4,0,3
0,z3str3155.smt2,40.0,0.11351728439331055,0.08318114280700684,8,4,10,3
0,z3str3156.smt2,40.0,6.916236877441406,0.10854816436767578,8,4,0,3
0,z3str3157.smt2,40.0,0.709874153137207,0.1354224681854248,8,4,0,3
0,z3str3158.smt2,40.0,0.03717041015625,40.0,8,4,10,3
0,z3str3159.smt2,40.0,0.05426812171936035,40.0,8,4,6,3
0,z3str3160.smt2,40.0,0.04215550422668457,0.061830759048461914,9,4,0,3
0,z3str3161.smt2,40.0,0.11482095718383789,3.488538980484009,7,4,0,3
0,z3str3162.smt2,40.0,0.10814166069030762,40.0,8,4,0,3
0,z3str3163.smt2,40.0,0.2641439437866211,0.06648755073547363,8,4,0,3
0,z3str3164.smt2,40.0,0.032050132751464844,0.0651099681854248,8,4,10,3
0,z3str3165.smt2,40.0,0.05311417579650879,0.09496021270751953,8,4,4,3
0,z3str3166.smt2,40.0,0.04921150207519531,40.0,5,4,4,3
0,z3str3167.smt2,40.0,2.7777650356292725,0.07925987243652344,8,4,0,3
0,z3str3168.smt2,40.0,0.07744693756103516,40.0,5,4,0,3
0,z3str3169.smt2,40.0,0.05396437644958496,2.770585536956787,8,4,7,3
0,z3str3170.smt2,40.0,0.11476898193359375,40.0,8,4,5,3
0,z3str3171.smt2,40.0,0.11419177055358887,40.0,8,4,0,3
0,z3str3172.smt2,40.0,0.0809478759765625,0.33066606521606445,8,4,0,3
0,z3str3173.smt2,40.0,0.04144120216369629,0.048631906509399414,7,4,2,3
0,z3str3174.smt2,40.0,0.3999197483062744,40.0,8,4,0,3
0,z3str3175.smt2,40.0,0.10685181617736816,40.0,7,4,6,3
0,z3str3176.smt2,40.0,0.0701456069946289,0.061374664306640625,8,4,6,3
0,z3str3177.smt2,40.0,40.0,0.5417168140411377,9,4,0,3
0,z3str3178.smt2,40.0,0.3402557373046875,0.07521510124206543,8,4,6,3
0,z3str3179.smt2,40.0,0.04512357711791992,0.06984233856201172,8,4,0,3
0,z3str3180.smt2,40.0,0.07634210586547852,40.0,8,4,0,3
0,z3str3181.smt2,40.0,0.8168106079101562,3.6386332511901855,8,4,10,3
0,z3str3182.smt2,40.0,0.05771899223327637,0.05914640426635742,8,4,10,3
0,z3str3183.smt2,40.0,0.057541847229003906,0.06235504150390625,8,4,0,3
0,z3str3184.smt2,40.0,0.15949559211730957,40.0,8,4,9,3
0,z3str3185.smt2,40.0,0.1002805233001709,0.14943504333496094,8,4,4,3
0,z3str3186.smt2,40.0,40.0,0.06116199493408203,8,4,0,3
0,z3str3187.smt2,40.0,0.059236764907836914,40.0,8,4,9,3
0,z3str3188.smt2,40.0,0.06848430633544922,0.07224178314208984,8,4,2,3
0,z3str3189.smt2,40.0,40.0,0.09157562255859375,4,4,7,3
0,z3str3190.smt2,40.0,40.0,0.05037069320678711,8,4,8,3
0,z3str3191.smt2,40.0,0.31946611404418945,0.05903911590576172,8,4,5,3
0,z3str3192.smt2,40.0,0.051645517349243164,40.0,9,4,8,3
0,z3str3193.smt2,40.0,0.11598467826843262,40.0,8,4,3,3
0,z3str3194.smt2,40.0,0.057656049728393555,0.05517220497131348,8,4,8,3
0,z3str3195.smt2,40.0,0.2507448196411133,0.07554888725280762,8,4,3,3
0,z3str3196.smt2,40.0,0.08579182624816895,40.0,8,4,6,3
0,z3str3197.smt2,40.0,0.19098639488220215,0.17923974990844727,8,4,8,3
0,z3str3198.smt2,40.0,0.245896577835083,5.9109947681427,8,4,6,3
0,z3str3199.smt2,40.0,0.079498291015625,40.0,8,4,1,3
0,z3str3200.smt2,40.0,0.04618191719055176,40.0,8,4,0,3
0,z3str3201.smt2,40.0,0.06572461128234863,0.08102703094482422,8,4,0,3
0,z3str3202.smt2,40.0,40.0,5.0510523319244385,8,4,7,3
0,z3str3203.smt2,40.0,0.04648160934448242,40.0,8,4,4,3
0,z3str3204.smt2,40.0,40.0,0.1691603660583496,8,4,8,3
0,z3str3205.smt2,40.0,0.054059505462646484,0.05610084533691406,8,4,8,3
0,z3str3206.smt2,40.0,0.03828835487365723,40.0,7,4,4,3
0,z3str3207.smt2,40.0,40.0,5.3896026611328125,8,4,0,3
0,z3str3208.smt2,40.0,0.0685582160949707,40.0,8,4,10,3
0,z3str3209.smt2,40.0,0.06902861595153809,0.09930276870727539,9,4,4,3
0,z3str3210.smt2,40.0,7.756232500076294,40.0,8,4,0,3
0,z3str3211.smt2,40.0,0.05213665962219238,40.0,8,4,3,3
0,z3str3212.smt2,40.0,2.4739067554473877,0.07709527015686035,8,4,0,3
0,z3str3213.smt2,40.0,0.1721806526184082,40.0,8,4,0,3
0,z3str3214.smt2,40.0,0.18732213973999023,40.0,6,4,1,3
0,z3str3215.smt2,40.0,40.0,0.12922048568725586,9,4,3,3
0,z3str3216.smt2,40.0,0.06827950477600098,40.0,6,4,7,3
0,z3str3217.smt2,40.0,0.058422088623046875,40.0,7,4,6,3
0,z3str3218.smt2,40.0,0.06985592842102051,40.0,8,4,0,3
0,z3str3219.smt2,40.0,0.06472253799438477,40.0,6,4,9,3
0,z3str3220.smt2,40.0,0.09628510475158691,0.07589030265808105,7,4,3,3
0,z3str3221.smt2,40.0,0.11044526100158691,40.0,8,4,0,3
0,z3str3222.smt2,40.0,0.04596757888793945,0.07071256637573242,7,4,0,3
0,z3str3223.smt2,40.0,0.07090258598327637,0.21053266525268555,8,4,0,3
0,z3str3224.smt2,40.0,0.09399104118347168,0.11991524696350098,4,4,8,3
0,z3str3225.smt2,40.0,0.06347417831420898,0.07430028915405273,8,4,8,3
0,z3str3226.smt2,40.0,0.205596923828125,0.10829544067382812,8,4,0,3
0,z3str3227.smt2,40.0,40.0,0.20228266716003418,8,4,0,3
0,z3str3228.smt2,40.0,0.041655778884887695,0.05876731872558594,8,4,0,3
0,z3str3229.smt2,40.0,0.04819917678833008,40.0,8,4,0,3
0,z3str3230.smt2,40.0,0.09679698944091797,0.0742645263671875,8,4,0,3
0,z3str3231.smt2,40.0,0.20026421546936035,40.0,7,4,2,3
0,z3str3232.smt2,40.0,0.8702497482299805,0.19634723663330078,8,4,0,3
0,z3str3233.smt2,40.0,0.04148459434509277,40.0,8,4,8,3
0,z3str3234.smt2,40.0,0.0641469955444336,0.1498711109161377,8,4,9,3
0,z3str3235.smt2,40.0,7.268758535385132,0.1418757438659668,7,4,0,3
0,z3str3236.smt2,40.0,40.0,0.13126635551452637,8,4,4,3
0,z3str3237.smt2,40.0,0.26215219497680664,40.0,9,4,10,3
0,z3str3238.smt2,40.0,0.04724884033203125,0.06931829452514648,8,4,0,3
0,z3str3239.smt2,40.0,0.06089496612548828,40.0,8,4,0,3
0,z3str3240.smt2,40.0,0.06037640571594238,0.10833525657653809,8,4,9,3
0,z3str3241.smt2,40.0,0.21008777618408203,40.0,8,4,9,3
0,z3str3242.smt2,40.0,0.12524652481079102,40.0,8,4,0,3
0,z3str3243.smt2,40.0,40.0,0.048268795013427734,9,4,0,3
0,z3str3244.smt2,40.0,0.06957030296325684,40.0,8,4,0,3
0,z3str3245.smt2,40.0,1.8442151546478271,0.07265877723693848,8,4,4,3
0,z3str3246.smt2,40.0,40.0,0.15125632286071777,8,4,6,3
0,z3str3247.smt2,40.0,0.10640883445739746,40.0,8,4,6,3
0,z3str3248.smt2,40.0,40.0,0.050131797790527344,8,4,5,3
0,z3str3249.smt2,40.0,0.07786965370178223,0.0802454948425293,8,4,7,3
0,z3str3250.smt2,40.0,0.09352254867553711,40.0,8,4,0,3
0,z3str3251.smt2,40.0,0.05556368827819824,40.0,8,4,0,3
0,z3str3252.smt2,40.0,40.0,4.912303686141968,9,4,0,3
0,z3str3253.smt2,40.0,0.0424952507019043,40.0,8,4,5,3
0,z3str3254.smt2,40.0,0.12805485725402832,0.20682358741760254,8,4,5,3
0,z3str3255.smt2,11.306427717208862,0.08141350746154785,0.08164024353027344,7,4,0,3
0,z3str3256.smt2,40.0,0.038893938064575195,40.0,8,4,0,3
0,z3str3257.smt2,40.0,0.07653450965881348,40.0,6,4,0,3
0,z3str3258.smt2,40.0,0.059256792068481445,40.0,8,4,0,3
0,z3str3259.smt2,40.0,0.040904998779296875,0.0705106258392334,9,4,1,3
0,z3str3260.smt2,40.0,0.09520411491394043,40.0,8,4,0,3
0,z3str3261.smt2,40.0,0.19506263732910156,0.13671445846557617,8,4,0,3
0,z3str3262.smt2,40.0,0.0824277400970459,40.0,8,4,1,3
0,z3str3263.smt2,40.0,0.19177961349487305,40.0,8,4,9,3
0,z3str3264.smt2,40.0,0.1579909324645996,0.06656956672668457,9,4,0,3
0,z3str3265.smt2,40.0,0.05582451820373535,0.0729520320892334,8,4,0,3
0,z3str3266.smt2,40.0,0.03730010986328125,40.0,8,4,0,3
0,z3str3267.smt2,40.0,15.87956166267395,40.0,8,4,4,3
0,z3str3268.smt2,40.0,0.15529298782348633,40.0,8,4,2,3
0,z3str3269.smt2,40.0,0.3012087345123291,40.0,5,4,0,3
0,z3str3270.smt2,40.0,40.0,0.1369457244873047,9,4,6,3
0,z3str3271.smt2,40.0,0.08375716209411621,40.0,8,4,5,3
0,z3str3272.smt2,40.0,0.06717276573181152,40.0,8,4,4,3
0,z3str3273.smt2,40.0,40.0,0.11432385444641113,6,4,0,3
0,z3str3274.smt2,40.0,0.05723834037780762,40.0,8,4,0,3
0,z3str3275.smt2,40.0,0.08223700523376465,40.0,8,4,7,3
0,z3str3276.smt2,40.0,0.08485245704650879,0.09812569618225098,8,4,6,3
0,z3str3277.smt2,40.0,0.06898903846740723,40.0,8,4,10,3
0,z3str3278.smt2,40.0,0.6702425479888916,19.931647300720215,8,4,2,3
0,z3str3279.smt2,40.0,2.2016024589538574,14.732903242111206,8,4,10,3
0,z3str3280.smt2,40.0,0.17682766914367676,40.0,8,4,0,3
0,z3str3281.smt2,40.0,40.0,0.19771504402160645,8,4,10,3
0,z3str3282.smt2,40.0,0.04553484916687012,40.0,6,4,10,3
0,z3str3283.smt2,40.0,0.0840151309967041,0.1087336540222168,7,4,7,3
0,z3str3284.smt2,40.0,0.047821760177612305,0.07019782066345215,7,4,0,3
0,z3str3285.smt2,40.0,40.0,0.05525779724121094,8,4,7,3
0,z3str3286.smt2,40.0,0.06803178787231445,0.09917211532592773,7,4,10,3
0,z3str3287.smt2,40.0,40.0,0.04804229736328125,8,4,10,3
0,z3str3288.smt2,40.0,40.0,0.09358644485473633,7,4,2,3
0,z3str3289.smt2,40.0,0.04680585861206055,0.1235971450805664,7,4,0,3
0,z3str3290.smt2,40.0,0.06079697608947754,40.0,8,4,5,3
0,z3str3291.smt2,40.0,40.0,0.036414384841918945,8,4,8,3
0,z3str3292.smt2,40.0,0.05881190299987793,40.0,9,4,10,3
0,z3str3293.smt2,40.0,0.03510546684265137,0.0698239803314209,8,4,0,3
0,z3str3294.smt2,40.0,40.0,0.04852008819580078,7,4,8,3
0,z3str3295.smt2,40.0,40.0,0.04023933410644531,8,4,0,3
0,z3str3296.smt2,40.0,1.5691015720367432,40.0,8,4,4,3
0,z3str3297.smt2,40.0,0.11845850944519043,0.07220149040222168,8,4,0,3
0,z3str3298.smt2,40.0,0.058037757873535156,40.0,8,4,0,3
0,z3str3299.smt2,40.0,0.11606812477111816,0.3302593231201172,8,4,0,3
0,z3str3300.smt2,40.0,0.44177770614624023,40.0,8,4,8,3
0,z3str3301.smt2,40.0,0.07789278030395508,40.0,8,4,3,3
0,z3str3302.smt2,40.0,40.0,0.05397319793701172,8,4,0,3
0,z3str3303.smt2,40.0,0.10122942924499512,0.053798675537109375,7,4,10,3
0,z3str3304.smt2,40.0,0.05191206932067871,0.10838055610656738,8,4,9,3
0,z3str3305.smt2,40.0,0.050698280334472656,40.0,5,4,10,3
0,z3str3306.smt2,40.0,0.06982994079589844,40.0,7,4,7,3
0,z3str3307.smt2,40.0,0.07344818115234375,40.0,8,4,5,3
0,z3str3308.smt2,40.0,0.46410202980041504,4.8221518993377686,8,4,0,3
0,z3str3309.smt2,40.0,0.049152374267578125,40.0,7,4,6,3
0,z3str3310.smt2,40.0,0.2509274482727051,0.08028411865234375,8,4,4,3
0,z3str3311.smt2,40.0,0.9021828174591064,40.0,8,4,9,3
0,z3str3312.smt2,40.0,0.35000061988830566,0.06400585174560547,8,4,0,3
0,z3str3313.smt2,40.0,0.11690306663513184,0.11681056022644043,8,4,0,3
0,z3str3314.smt2,40.0,40.0,6.094260215759277,8,4,3,3
0,z3str3315.smt2,40.0,40.0,0.0522770881652832,8,4,10,3
0,z3str3316.smt2,40.0,0.46762800216674805,40.0,9,4,0,3
0,z3str3317.smt2,40.0,1.2677137851715088,40.0,8,4,0,3
0,z3str3318.smt2,40.0,0.04329395294189453,0.06934404373168945,8,4,0,3
0,z3str3319.smt2,40.0,0.07548141479492188,4.155911445617676,8,4,0,3
0,z3str3320.smt2,40.0,0.038567304611206055,40.0,7,4,0,3
0,z3str3321.smt2,40.0,0.04902338981628418,40.0,8,4,7,3
0,z3str3322.smt2,40.0,0.12115907669067383,40.0,7,4,8,3
0,z3str3323.smt2,40.0,0.7744426727294922,0.20756912231445312,8,4,0,3
0,z3str3324.smt2,40.0,1.0359208583831787,0.18649554252624512,8,4,0,3
0,z3str3325.smt2,40.0,0.058797359466552734,40.0,7,4,0,3
0,z3str3326.smt2,40.0,0.15210890769958496,40.0,7,4,9,3
0,z3str3327.smt2,40.0,40.0,0.05236530303955078,8,4,2,3
0,z3str3328.smt2,40.0,0.7239048480987549,40.0,8,4,0,3
0,z3str3329.smt2,40.0,1.8081083297729492,0.11644244194030762,9,4,0,3
0,z3str3330.smt2,40.0,0.0927739143371582,40.0,8,4,0,3
0,z3str3331.smt2,40.0,0.04299521446228027,40.0,7,4,0,3
0,z3str3332.smt2,40.0,40.0,0.13765907287597656,8,4,10,3
0,z3str3333.smt2,40.0,40.0,0.05443572998046875,8,4,1,3
0,z3str3334.smt2,40.0,40.0,0.11889147758483887,9,4,0,3
0,z3str3335.smt2,40.0,40.0,0.07744169235229492,8,4,3,3
0,z3str3336.smt2,40.0,19.67543649673462,0.07720041275024414,8,4,2,3
0,z3str3337.smt2,40.0,0.3227696418762207,0.22388625144958496,8,4,7,3
0,z3str3338.smt2,40.0,0.04718804359436035,0.0913546085357666,9,4,0,3
0,z3str3339.smt2,40.0,0.08524727821350098,40.0,7,4,10,3
0,z3str3340.smt2,40.0,0.06627607345581055,0.04752707481384277,8,4,8,3
0,z3str3341.smt2,40.0,0.2820906639099121,40.0,9,4,6,3
0,z3str3342.smt2,40.0,40.0,0.16099762916564941,7,4,0,3
0,z3str3343.smt2,40.0,0.6098530292510986,40.0,9,4,0,3
0,z3str3344.smt2,40.0,0.08596515655517578,40.0,8,4,0,3
